SCHOOLYEAR,SCHOOLCODE,COUNTY,PUB-PRIV,PUBLICSCHOOLDISTRICT,CITY,SCHOOLNAME,ENROLLMENT,REPORTED,CATEGORY,COUNT,PERCENT,ANNOTATION
2016-2017,124198,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EXTERA PUBLIC,47,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124206,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AMERICA'S FINEST CHARTER,36,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124206,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AMERICA'S FINEST CHARTER,36,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124206,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,AMERICA'S FINEST CHARTER,36,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124289,HUMBOLDT,PUBLIC,SOUTH BAY UNION ELEMENTARY,EUREKA,SOUTH BAY CHARTER,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124289,HUMBOLDT,PUBLIC,SOUTH BAY UNION ELEMENTARY,EUREKA,SOUTH BAY CHARTER,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124289,HUMBOLDT,PUBLIC,SOUTH BAY UNION ELEMENTARY,EUREKA,SOUTH BAY CHARTER,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124297,MONTEREY,PUBLIC,MONTEREY COUNTY OFFICE OF EDUCATION,MONTEREY,BAY VIEW ACADEMY,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124297,MONTEREY,PUBLIC,MONTEREY COUNTY OFFICE OF EDUCATION,MONTEREY,BAY VIEW ACADEMY,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124297,MONTEREY,PUBLIC,MONTEREY COUNTY OFFICE OF EDUCATION,MONTEREY,BAY VIEW ACADEMY,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124321,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,HOWARD GARDNER COMMUNITY CHARTER,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124321,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,HOWARD GARDNER COMMUNITY CHARTER,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124321,SAN DIEGO,PUBLIC,CHULA VISTA ELEMENTARY,CHULA VISTA,HOWARD GARDNER COMMUNITY CHARTER,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124347,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CITY HEIGHTS PREPARATORY CHARTER,47,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124347,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CITY HEIGHTS PREPARATORY CHARTER,47,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,124347,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,CITY HEIGHTS PREPARATORY CHARTER,47,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,125542,TULARE,PUBLIC,VISALIA UNIFIED,VISALIA,SYCAMORE VALLEY ACADEMY,49,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,125542,TULARE,PUBLIC,VISALIA UNIFIED,VISALIA,SYCAMORE VALLEY ACADEMY,49,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,125542,TULARE,PUBLIC,VISALIA UNIFIED,VISALIA,SYCAMORE VALLEY ACADEMY,49,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127001,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,PINE VALLEY,PINE VALLEY MIDDLE,25,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127001,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,PINE VALLEY,PINE VALLEY MIDDLE,25,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127001,SAN DIEGO,PUBLIC,MOUNTAIN EMPIRE UNIFIED,PINE VALLEY,PINE VALLEY MIDDLE,25,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127118,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ALPINE,THE HEIGHTS CHARTER,20,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127118,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ALPINE,THE HEIGHTS CHARTER,20,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127118,SAN DIEGO,PUBLIC,DEHESA ELEMENTARY,ALPINE,THE HEIGHTS CHARTER,20,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127274,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,WESTCHESTER SECONDARY CHARTER,40,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127274,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,WESTCHESTER SECONDARY CHARTER,40,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127274,LOS ANGELES,PUBLIC,LOS ANGELES COUNTY OFFICE OF EDUCATION,LOS ANGELES,WESTCHESTER SECONDARY CHARTER,40,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127282,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,CONNECT COMMUNITY CHARTER,26,Y,CONDITIONAL,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127282,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,CONNECT COMMUNITY CHARTER,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127282,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,CONNECT COMMUNITY CHARTER,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127282,SAN MATEO,PUBLIC,REDWOOD CITY ELEMENTARY,REDWOOD CITY,CONNECT COMMUNITY CHARTER,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127514,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,KEPLER NEIGHBORHOOD,44,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127514,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,KEPLER NEIGHBORHOOD,44,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127514,FRESNO,PUBLIC,FRESNO UNIFIED,FRESNO,KEPLER NEIGHBORHOOD,44,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127662,SONOMA,PUBLIC,BELLEVUE UNION ELEMENTARY,SANTA ROSA,STONY POINT ACADEMY,39,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127662,SONOMA,PUBLIC,BELLEVUE UNION ELEMENTARY,SANTA ROSA,STONY POINT ACADEMY,39,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,127662,SONOMA,PUBLIC,BELLEVUE UNION ELEMENTARY,SANTA ROSA,STONY POINT ACADEMY,39,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128066,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HEALTH SCIENCES MIDDLE,37,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128066,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HEALTH SCIENCES MIDDLE,37,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128066,SAN DIEGO,PUBLIC,SAN DIEGO UNIFIED,SAN DIEGO,HEALTH SCIENCES MIDDLE,37,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128116,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLOBAL EDUCATION ACADEMY MIDDLE,37,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128116,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLOBAL EDUCATION ACADEMY MIDDLE,37,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128116,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,GLOBAL EDUCATION ACADEMY MIDDLE,37,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128728,LOS ANGELES,PUBLIC,WISEBURN UNIFIED,HAWTHORNE,DA VINCI INNOVATION ACADEMY,39,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128728,LOS ANGELES,PUBLIC,WISEBURN UNIFIED,HAWTHORNE,DA VINCI INNOVATION ACADEMY,39,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,128728,LOS ANGELES,PUBLIC,WISEBURN UNIFIED,HAWTHORNE,DA VINCI INNOVATION ACADEMY,39,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129239,MONTEREY,PUBLIC,MONTEREY PENINSULA UNIFIED,SEASIDE,DUAL LANGUAGE ACADEMY OF THE MONTEREY PENINSULA,28,Y,CONDITIONAL,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129239,MONTEREY,PUBLIC,MONTEREY PENINSULA UNIFIED,SEASIDE,DUAL LANGUAGE ACADEMY OF THE MONTEREY PENINSULA,28,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129239,MONTEREY,PUBLIC,MONTEREY PENINSULA UNIFIED,SEASIDE,DUAL LANGUAGE ACADEMY OF THE MONTEREY PENINSULA,28,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129239,MONTEREY,PUBLIC,MONTEREY PENINSULA UNIFIED,SEASIDE,DUAL LANGUAGE ACADEMY OF THE MONTEREY PENINSULA,28,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129544,MADERA,PUBLIC,MADERA UNIFIED,MADERA,EASTIN ARCOLA,24,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129544,MADERA,PUBLIC,MADERA UNIFIED,MADERA,EASTIN ARCOLA,24,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129544,MADERA,PUBLIC,MADERA UNIFIED,MADERA,EASTIN ARCOLA,24,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129577,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STREAM CHARTER,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129577,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STREAM CHARTER,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129577,BUTTE,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,STREAM CHARTER,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129692,AMADOR,PUBLIC,AMADOR COUNTY OFFICE OF EDUCATION,PLYMOUTH,SHENANDOAH VALLEY,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129692,AMADOR,PUBLIC,AMADOR COUNTY OFFICE OF EDUCATION,PLYMOUTH,SHENANDOAH VALLEY,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129692,AMADOR,PUBLIC,AMADOR COUNTY OFFICE OF EDUCATION,PLYMOUTH,SHENANDOAH VALLEY,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129858,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EVEREST VALUE,31,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129858,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EVEREST VALUE,31,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129858,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,EVEREST VALUE,31,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129874,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMMUNITY PREPARATORY ACADEMY,36,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129874,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMMUNITY PREPARATORY ACADEMY,36,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129874,LOS ANGELES,PUBLIC,LOS ANGELES UNIFIED,LOS ANGELES,COMMUNITY PREPARATORY ACADEMY,36,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129940,SANTA CLARA,PUBLIC,MORELAND,SAN JOSE,LATIMER ELEMENTARY,49,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129940,SANTA CLARA,PUBLIC,MORELAND,SAN JOSE,LATIMER ELEMENTARY,49,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,129940,SANTA CLARA,PUBLIC,MORELAND,SAN JOSE,LATIMER ELEMENTARY,49,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,130534,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,CIRCLE OF INDEPENDENT LEARNING,26,Y,CONDITIONAL,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,130534,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,CIRCLE OF INDEPENDENT LEARNING,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,130534,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,CIRCLE OF INDEPENDENT LEARNING,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,130534,ALAMEDA,PUBLIC,FREMONT UNIFIED,FREMONT,CIRCLE OF INDEPENDENT LEARNING,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,130948,SAN BERNARDINO,PUBLIC,HELENDALE ELEMENTARY,HELENDALE,INDEPENDENCE CHARTER ACADEMY,21,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,130948,SAN BERNARDINO,PUBLIC,HELENDALE ELEMENTARY,HELENDALE,INDEPENDENCE CHARTER ACADEMY,21,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,130948,SAN BERNARDINO,PUBLIC,HELENDALE ELEMENTARY,HELENDALE,INDEPENDENCE CHARTER ACADEMY,21,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,131250,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,MOUNTAIN VALLEY ACADEMY,20,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,131250,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,MOUNTAIN VALLEY ACADEMY,20,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,131250,SAN DIEGO,PUBLIC,RAMONA CITY UNIFIED,RAMONA,MOUNTAIN VALLEY ACADEMY,20,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132100,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,ASPIRE RICHMOND CA. COLLEGE PREPARATORY ACADEMY,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132100,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,ASPIRE RICHMOND CA. COLLEGE PREPARATORY ACADEMY,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132100,CONTRA COSTA,PUBLIC,WEST CONTRA COSTA UNIFIED,RICHMOND,ASPIRE RICHMOND CA. COLLEGE PREPARATORY ACADEMY,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132522,RIVERSIDE,PUBLIC,SBE - Baypoint Preparatory Academy,HEMET,BAYPOINT PREPARATORY ACADEMY,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132522,RIVERSIDE,PUBLIC,SBE - Baypoint Preparatory Academy,HEMET,BAYPOINT PREPARATORY ACADEMY,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132522,RIVERSIDE,PUBLIC,SBE - Baypoint Preparatory Academy,HEMET,BAYPOINT PREPARATORY ACADEMY,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132852,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ADVANCED LEARNING ACADEMY,45,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132852,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ADVANCED LEARNING ACADEMY,45,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132852,ORANGE,PUBLIC,SANTA ANA UNIFIED,SANTA ANA,ADVANCED LEARNING ACADEMY,45,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132928,LOS ANGELES,PUBLIC,LOS ANGELES CHARTER,LOS ANGELES,ANAHUACALMECAC INTERNATIONAL UNIVERSITY PREPARATORY OF NORTH AMERICA,31,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132928,LOS ANGELES,PUBLIC,LOS ANGELES CHARTER,LOS ANGELES,ANAHUACALMECAC INTERNATIONAL UNIVERSITY PREPARATORY OF NORTH AMERICA,31,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132928,LOS ANGELES,PUBLIC,LOS ANGELES CHARTER,LOS ANGELES,ANAHUACALMECAC INTERNATIONAL UNIVERSITY PREPARATORY OF NORTH AMERICA,31,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132944,SHASTA,PUBLIC,SHASTA COUNTY OFFICE OF EDUCATION,REDDING,REDDING STEM ACADEMY,21,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132944,SHASTA,PUBLIC,SHASTA COUNTY OFFICE OF EDUCATION,REDDING,REDDING STEM ACADEMY,21,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,132944,SHASTA,PUBLIC,SHASTA COUNTY OFFICE OF EDUCATION,REDDING,REDDING STEM ACADEMY,21,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133223,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL MIDDLE,26,Y,CONDITIONAL,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133223,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL MIDDLE,26,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133223,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL MIDDLE,26,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133223,COLUSA,PUBLIC,MAXWELL UNIFIED,MAXWELL,MAXWELL MIDDLE,26,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133439,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,STEINDORF STEAM K-8 MAGNET,29,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133439,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,STEINDORF STEAM K-8 MAGNET,29,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133439,SANTA CLARA,PUBLIC,CAMBRIAN,SAN JOSE,STEINDORF STEAM K-8 MAGNET,29,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133595,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,DOVER ACADEMY FOR INTERNATIONAL STUDIES,43,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133595,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,DOVER ACADEMY FOR INTERNATIONAL STUDIES,43,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133595,SOLANO,PUBLIC,FAIRFIELD-SUISUN UNIFIED,FAIRFIELD,DOVER ACADEMY FOR INTERNATIONAL STUDIES,43,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133975,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,ATKINSON ACADEMY CHARTER,25,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133975,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,ATKINSON ACADEMY CHARTER,25,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,133975,SACRAMENTO,PUBLIC,SAN JUAN UNIFIED,CARMICHAEL,ATKINSON ACADEMY CHARTER,25,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,134163,HUMBOLDT,PUBLIC,HUMBOLDT COUNTY OFFICE OF EDUCATION,ARCATA,NORTHCOAST PREPARATORY AND PERFORMING ARTS ACADEMY,22,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,134163,HUMBOLDT,PUBLIC,HUMBOLDT COUNTY OFFICE OF EDUCATION,ARCATA,NORTHCOAST PREPARATORY AND PERFORMING ARTS ACADEMY,22,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,134163,HUMBOLDT,PUBLIC,HUMBOLDT COUNTY OFFICE OF EDUCATION,ARCATA,NORTHCOAST PREPARATORY AND PERFORMING ARTS ACADEMY,22,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,134288,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,SANTA ANA,SCHOLARSHIP PREP,23,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,134288,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,SANTA ANA,SCHOLARSHIP PREP,23,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,134288,ORANGE,PUBLIC,ORANGE COUNTY DEPARTMENT OF EDUCATION,SANTA ANA,SCHOLARSHIP PREP,23,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1530500,KERN,PUBLIC,SBE - RIDGECREST CHARTER,RIDGECREST,RIDGECREST CHARTER,29,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1530500,KERN,PUBLIC,SBE - RIDGECREST CHARTER,RIDGECREST,RIDGECREST CHARTER,29,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1530500,KERN,PUBLIC,SBE - RIDGECREST CHARTER,RIDGECREST,RIDGECREST CHARTER,29,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1530997,KERN,PUBLIC,MUROC JOINT UNIFIED,BORON,BORON JUNIOR-SENIOR HIGH,45,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1530997,KERN,PUBLIC,MUROC JOINT UNIFIED,BORON,BORON JUNIOR-SENIOR HIGH,45,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1530997,KERN,PUBLIC,MUROC JOINT UNIFIED,BORON,BORON JUNIOR-SENIOR HIGH,45,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1930411,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,SANTA CATALINA,AVALON K-12,45,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1930411,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,SANTA CATALINA,AVALON K-12,45,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1930411,LOS ANGELES,PUBLIC,LONG BEACH UNIFIED,SANTA CATALINA,AVALON K-12,45,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996016,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,OPTIONS FOR YOUTH SAN GABRIEL,48,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996016,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,OPTIONS FOR YOUTH SAN GABRIEL,48,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996016,LOS ANGELES,PUBLIC,SAN GABRIEL UNIFIED,SAN GABRIEL,OPTIONS FOR YOUTH SAN GABRIEL,48,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996099,LOS ANGELES,PUBLIC,BURBANK UNIFIED,BURBANK,OPTIONS FOR YOUTH-BURBANK CHARTER,30,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996099,LOS ANGELES,PUBLIC,BURBANK UNIFIED,BURBANK,OPTIONS FOR YOUTH-BURBANK CHARTER,30,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996099,LOS ANGELES,PUBLIC,BURBANK UNIFIED,BURBANK,OPTIONS FOR YOUTH-BURBANK CHARTER,30,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996479,LOS ANGELES,PUBLIC,BALDWIN PARK UNIFIED,PASADENA,OPPORTUNITIES FOR LEARNING - BALDWIN PARK,44,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996479,LOS ANGELES,PUBLIC,BALDWIN PARK UNIFIED,PASADENA,OPPORTUNITIES FOR LEARNING - BALDWIN PARK,44,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,1996479,LOS ANGELES,PUBLIC,BALDWIN PARK UNIFIED,PASADENA,OPPORTUNITIES FOR LEARNING - BALDWIN PARK,44,Y,PME,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,2330454,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,ACCELERATED ACHIEVEMENT ACADEMY,20,Y,OTHERS,--*,5,This value represents less than or equal to 5 percent. 
2016-2017,2330454,MENDOCINO,PUBLIC,UKIAH UNIFIED,UKIAH,ACCELERATED ACHIEVEMENT ACADEMY,20,Y,OVERDUE,--*,5,This value represents less than or equal to 5 percent. 
